Asset ID,Asset Name,Category,Type,Location,OEM,Purchase Year,Serial Number,Part Number,Quantity,Status
HW0818,Car 818,Vehicle,Car,HQ,Toyota,2025,SN-100818,PN-200818,20,in use
HW0819,Scanner 819,Electronics,Scanner,Office A,Canon,2016,SN-100819,PN-200819,13,reserved
HW0820,Motorcycle 820,Vehicle,Motorcycle,Warehouse,Honda,2025,SN-100820,PN-200820,13,maintenance
HW0821,Cabinet 821,Furniture,Cabinet,HQ,Steelcase,2023,SN-100821,PN-200821,20,reserved
HW0822,Camera 822,Electronics,Camera,Room 3,Sony,2019,SN-100822,PN-200822,19,maintenance
HW0823,Desk 823,Furniture,Desk,Office B,IKEA,2023,SN-100823,PN-200823,15,in use
HW0824,Router 824,Network,Router,Office B,MikroTik,2019,SN-100824,PN-200824,16,disposed
HW0825,Switch 825,Network,Switch,HQ,Cisco,2019,SN-100825,PN-200825,15,disposed
HW0826,Router 826,Network,Router,Warehouse,MikroTik,2023,SN-100826,PN-200826,13,maintenance
HW0827,Meeting Table 827,Furniture,Meeting Table,Room 1,IKEA,2018,SN-100827,PN-200827,11,available
HW0828,Cabinet 828,Furniture,Cabinet,Branch A,Steelcase,2018,SN-100828,PN-200828,4,reserved
HW0829,Access Point 829,Network,Access Point,Data Center,Ubiquiti,2024,SN-100829,PN-200829,8,reserved
HW0830,Car 830,Vehicle,Car,HQ,Toyota,2017,SN-100830,PN-200830,11,reserved
HW0831,Television 831,Electronics,Television,Branch B,Samsung,2021,SN-100831,PN-200831,3,disposed
HW0832,Firewall 832,Network,Firewall,Warehouse,Fortinet,2018,SN-100832,PN-200832,1,available
HW0833,Office Chair 833,Furniture,Office Chair,Office A,IKEA,2017,SN-100833,PN-200833,8,in use
HW0834,Switch 834,Network,Switch,Office A,Cisco,2024,SN-100834,PN-200834,3,available
HW0835,Server 835,Hardware,Server,Room 1,Dell,2017,SN-100835,PN-200835,4,disposed
HW0836,Router 836,Hardware,Router,Room 3,Cisco,2020,SN-100836,PN-200836,4,in use
HW0837,Cabinet 837,Furniture,Cabinet,Room 3,Steelcase,2018,SN-100837,PN-200837,4,maintenance
HW0838,Desk 838,Furniture,Desk,Room 2,IKEA,2022,SN-100838,PN-200838,1,available
HW0839,Camera 839,Electronics,Camera,HQ,Sony,2022,SN-100839,PN-200839,19,in use
HW0840,Laptop 840,Hardware,Laptop,Office B,Lenovo,2019,SN-100840,PN-200840,3,in use
HW0841,Meeting Table 841,Furniture,Meeting Table,Data Center,IKEA,2021,SN-100841,PN-200841,8,available
HW0842,Switch 842,Network,Switch,Office B,Cisco,2017,SN-100842,PN-200842,11,reserved
HW0843,Scanner 843,Electronics,Scanner,Room 3,Canon,2024,SN-100843,PN-200843,4,in use
HW0844,Router 844,Network,Router,Office B,MikroTik,2019,SN-100844,PN-200844,4,in use
HW0845,Firewall 845,Network,Firewall,Branch A,Fortinet,2025,SN-100845,PN-200845,13,reserved
HW0846,Access Point 846,Network,Access Point,Branch A,Ubiquiti,2019,SN-100846,PN-200846,16,in use
HW0847,Projector 847,Electronics,Projector,Room 3,Epson,2022,SN-100847,PN-200847,5,disposed
HW0848,Access Point 848,Network,Access Point,Office B,Ubiquiti,2024,SN-100848,PN-200848,13,reserved
HW0849,Desk 849,Furniture,Desk,Room 2,IKEA,2019,SN-100849,PN-200849,7,available
HW0850,Television 850,Electronics,Television,Office B,Samsung,2022,SN-100850,PN-200850,1,reserved
HW0851,Router 851,Network,Router,Branch A,MikroTik,2021,SN-100851,PN-200851,4,available
HW0852,Meeting Table 852,Furniture,Meeting Table,Room 1,IKEA,2021,SN-100852,PN-200852,8,disposed
HW0853,Firewall 853,Hardware,Firewall,Data Center,Fortinet,2020,SN-100853,PN-200853,9,available
HW0854,Monitor 854,Hardware,Monitor,HQ,Samsung,2022,SN-100854,PN-200854,2,disposed
HW0855,Desk 855,Furniture,Desk,Warehouse,IKEA,2018,SN-100855,PN-200855,9,reserved
HW0856,Desk 856,Furniture,Desk,Office B,IKEA,2019,SN-100856,PN-200856,2,maintenance
HW0857,Camera 857,Electronics,Camera,Warehouse,Sony,2016,SN-100857,PN-200857,9,reserved
HW0858,Router 858,Network,Router,Room 1,MikroTik,2021,SN-100858,PN-200858,10,in use
HW0859,Monitor 859,Hardware,Monitor,Room 1,Samsung,2016,SN-100859,PN-200859,12,reserved
HW0860,Switch 860,Network,Switch,Warehouse,Cisco,2021,SN-100860,PN-200860,7,disposed
HW0861,Van 861,Vehicle,Van,Warehouse,Nissan,2023,SN-100861,PN-200861,10,available
HW0862,Laptop 862,Hardware,Laptop,HQ,Lenovo,2019,SN-100862,PN-200862,1,in use
HW0863,Van 863,Vehicle,Van,Room 2,Nissan,2024,SN-100863,PN-200863,9,in use
HW0864,Router 864,Hardware,Router,Warehouse,Cisco,2016,SN-100864,PN-200864,12,disposed
HW0865,Router 865,Network,Router,Room 3,MikroTik,2019,SN-100865,PN-200865,7,reserved
HW0866,Meeting Table 866,Furniture,Meeting Table,Office B,IKEA,2019,SN-100866,PN-200866,17,maintenance
HW0867,Switch 867,Network,Switch,Room 2,Cisco,2023,SN-100867,PN-200867,13,disposed
HW0868,Storage 868,Hardware,Storage,Warehouse,Synology,2018,SN-100868,PN-200868,12,in use
HW0869,Motorcycle 869,Vehicle,Motorcycle,Office B,Honda,2019,SN-100869,PN-200869,18,reserved
HW0870,Laptop 870,Hardware,Laptop,Warehouse,Lenovo,2023,SN-100870,PN-200870,5,reserved
HW0871,Camera 871,Electronics,Camera,Data Center,Sony,2023,SN-100871,PN-200871,7,available
HW0872,Switch 872,Hardware,Switch,Branch B,Cisco,2023,SN-100872,PN-200872,6,maintenance
HW0873,Meeting Table 873,Furniture,Meeting Table,Room 3,IKEA,2019,SN-100873,PN-200873,14,maintenance
HW0874,Monitor 874,Hardware,Monitor,Branch B,Samsung,2020,SN-100874,PN-200874,20,in use
HW0875,Camera 875,Electronics,Camera,Data Center,Sony,2019,SN-100875,PN-200875,9,in use
HW0876,Router 876,Network,Router,Warehouse,MikroTik,2016,SN-100876,PN-200876,2,available
HW0877,UPS 877,Hardware,UPS,Warehouse,APC,2018,SN-100877,PN-200877,1,reserved
HW0878,Switch 878,Hardware,Switch,Warehouse,Cisco,2019,SN-100878,PN-200878,5,disposed
HW0879,Firewall 879,Network,Firewall,Room 2,Fortinet,2021,SN-100879,PN-200879,18,maintenance
HW0880,Desk 880,Furniture,Desk,Branch B,IKEA,2024,SN-100880,PN-200880,10,in use
HW0881,Scanner 881,Electronics,Scanner,Room 3,Canon,2024,SN-100881,PN-200881,15,reserved
HW0882,Router 882,Network,Router,HQ,MikroTik,2025,SN-100882,PN-200882,8,disposed
HW0883,Car 883,Vehicle,Car,Room 1,Toyota,2017,SN-100883,PN-200883,11,in use
HW0884,Cabinet 884,Furniture,Cabinet,Room 3,Steelcase,2022,SN-100884,PN-200884,4,reserved
HW0885,Motorcycle 885,Vehicle,Motorcycle,Branch A,Honda,2018,SN-100885,PN-200885,18,disposed
HW0886,Camera 886,Electronics,Camera,Branch A,Sony,2020,SN-100886,PN-200886,8,in use
HW0887,Desk 887,Furniture,Desk,Data Center,IKEA,2020,SN-100887,PN-200887,8,disposed
HW0888,UPS 888,Hardware,UPS,Branch B,APC,2020,SN-100888,PN-200888,13,maintenance
HW0889,Office Chair 889,Furniture,Office Chair,Room 2,IKEA,2017,SN-100889,PN-200889,20,in use
HW0890,Access Point 890,Network,Access Point,Room 1,Ubiquiti,2025,SN-100890,PN-200890,15,disposed
HW0891,Television 891,Electronics,Television,Branch B,Samsung,2019,SN-100891,PN-200891,2,disposed
HW0892,Switch 892,Network,Switch,Room 3,Cisco,2024,SN-100892,PN-200892,12,maintenance
HW0893,Desk 893,Furniture,Desk,Data Center,IKEA,2022,SN-100893,PN-200893,7,reserved
HW0894,Firewall 894,Network,Firewall,HQ,Fortinet,2017,SN-100894,PN-200894,17,in use
HW0895,Office Chair 895,Furniture,Office Chair,Room 1,IKEA,2018,SN-100895,PN-200895,11,disposed
HW0896,Projector 896,Electronics,Projector,Room 3,Epson,2018,SN-100896,PN-200896,7,reserved
HW0897,Switch 897,Network,Switch,HQ,Cisco,2017,SN-100897,PN-200897,4,disposed
HW0898,Router 898,Network,Router,Branch B,MikroTik,2020,SN-100898,PN-200898,16,disposed
HW0899,Switch 899,Network,Switch,Data Center,Cisco,2016,SN-100899,PN-200899,14,in use
HW0900,Switch 900,Network,Switch,Room 2,Cisco,2025,SN-100900,PN-200900,3,in use
HW0901,Firewall 901,Network,Firewall,Room 1,Fortinet,2019,SN-100901,PN-200901,12,reserved
HW0902,Television 902,Electronics,Television,Room 2,Samsung,2023,SN-100902,PN-200902,9,reserved
HW0903,Meeting Table 903,Furniture,Meeting Table,Room 2,IKEA,2020,SN-100903,PN-200903,9,reserved
HW0904,Desk 904,Furniture,Desk,Branch B,IKEA,2022,SN-100904,PN-200904,5,reserved
HW0905,Motorcycle 905,Vehicle,Motorcycle,Room 3,Honda,2024,SN-100905,PN-200905,11,available
HW0906,Router 906,Network,Router,Office B,MikroTik,2019,SN-100906,PN-200906,8,available
HW0907,Desktop 907,Hardware,Desktop,Branch A,HP,2016,SN-100907,PN-200907,8,reserved
HW0908,Desktop 908,Hardware,Desktop,Warehouse,HP,2018,SN-100908,PN-200908,4,maintenance
HW0909,Switch 909,Network,Switch,Branch A,Cisco,2025,SN-100909,PN-200909,4,reserved
HW0910,Motorcycle 910,Vehicle,Motorcycle,Room 1,Honda,2019,SN-100910,PN-200910,12,in use
HW0911,Storage 911,Hardware,Storage,HQ,Synology,2020,SN-100911,PN-200911,14,in use
HW0912,Meeting Table 912,Furniture,Meeting Table,Warehouse,IKEA,2024,SN-100912,PN-200912,10,available
HW0913,Switch 913,Network,Switch,Room 1,Cisco,2019,SN-100913,PN-200913,14,maintenance
HW0914,Car 914,Vehicle,Car,Branch B,Toyota,2025,SN-100914,PN-200914,13,maintenance
HW0915,Television 915,Electronics,Television,Office A,Samsung,2025,SN-100915,PN-200915,17,reserved
HW0916,Meeting Table 916,Furniture,Meeting Table,Data Center,IKEA,2021,SN-100916,PN-200916,6,maintenance
HW0917,Storage 917,Hardware,Storage,Room 1,Synology,2021,SN-100917,PN-200917,18,in use
HW0918,Meeting Table 918,Furniture,Meeting Table,Branch A,IKEA,2016,SN-100918,PN-200918,12,disposed
HW0919,Van 919,Vehicle,Van,Office A,Nissan,2022,SN-100919,PN-200919,6,in use
HW0920,Laptop 920,Hardware,Laptop,Branch A,Lenovo,2017,SN-100920,PN-200920,1,reserved
HW0921,Projector 921,Electronics,Projector,Branch A,Epson,2018,SN-100921,PN-200921,17,reserved
HW0922,Desk 922,Furniture,Desk,Data Center,IKEA,2021,SN-100922,PN-200922,18,disposed
HW0923,Desk 923,Furniture,Desk,HQ,IKEA,2023,SN-100923,PN-200923,10,maintenance
HW0924,Projector 924,Electronics,Projector,Branch B,Epson,2023,SN-100924,PN-200924,14,disposed
HW0925,Scanner 925,Electronics,Scanner,Office A,Canon,2016,SN-100925,PN-200925,3,maintenance
HW0926,Scanner 926,Electronics,Scanner,HQ,Canon,2018,SN-100926,PN-200926,13,maintenance
HW0927,Server 927,Hardware,Server,Branch B,Dell,2017,SN-100927,PN-200927,16,maintenance
HW0928,Access Point 928,Network,Access Point,Room 1,Ubiquiti,2020,SN-100928,PN-200928,11,disposed
HW0929,Monitor 929,Hardware,Monitor,Office A,Samsung,2021,SN-100929,PN-200929,9,in use
HW0930,Van 930,Vehicle,Van,Room 2,Nissan,2023,SN-100930,PN-200930,14,disposed
HW0931,Router 931,Network,Router,Office A,MikroTik,2021,SN-100931,PN-200931,6,disposed
HW0932,Motorcycle 932,Vehicle,Motorcycle,Office A,Honda,2019,SN-100932,PN-200932,15,disposed
HW0933,Switch 933,Network,Switch,Room 1,Cisco,2022,SN-100933,PN-200933,12,disposed
HW0934,Server 934,Hardware,Server,Data Center,Dell,2017,SN-100934,PN-200934,5,available
HW0935,Server 935,Hardware,Server,Room 3,Dell,2019,SN-100935,PN-200935,15,in use
HW0936,Television 936,Electronics,Television,HQ,Samsung,2024,SN-100936,PN-200936,12,reserved
HW0937,Camera 937,Electronics,Camera,Office B,Sony,2017,SN-100937,PN-200937,14,disposed
HW0938,Server 938,Hardware,Server,Office B,Dell,2021,SN-100938,PN-200938,12,maintenance
HW0939,Office Chair 939,Furniture,Office Chair,Room 1,IKEA,2023,SN-100939,PN-200939,20,available
HW0940,Switch 940,Network,Switch,Room 1,Cisco,2021,SN-100940,PN-200940,1,disposed
HW0941,Firewall 941,Network,Firewall,HQ,Fortinet,2020,SN-100941,PN-200941,15,disposed
HW0942,Office Chair 942,Furniture,Office Chair,HQ,IKEA,2025,SN-100942,PN-200942,14,in use
HW0943,UPS 943,Hardware,UPS,Room 3,APC,2016,SN-100943,PN-200943,19,reserved
HW0944,Scanner 944,Electronics,Scanner,Branch B,Canon,2018,SN-100944,PN-200944,18,reserved
HW0945,Camera 945,Electronics,Camera,Office A,Sony,2016,SN-100945,PN-200945,15,disposed
HW0946,Motorcycle 946,Vehicle,Motorcycle,Room 2,Honda,2025,SN-100946,PN-200946,14,reserved
HW0947,Storage 947,Hardware,Storage,Data Center,Synology,2021,SN-100947,PN-200947,16,in use
HW0948,Cabinet 948,Furniture,Cabinet,Office B,Steelcase,2024,SN-100948,PN-200948,14,maintenance
HW0949,Switch 949,Hardware,Switch,Warehouse,Cisco,2020,SN-100949,PN-200949,16,available
HW0950,Monitor 950,Hardware,Monitor,Room 2,Samsung,2025,SN-100950,PN-200950,11,reserved
HW0951,Cabinet 951,Furniture,Cabinet,Data Center,Steelcase,2021,SN-100951,PN-200951,5,reserved
HW0952,Office Chair 952,Furniture,Office Chair,Data Center,IKEA,2019,SN-100952,PN-200952,4,in use
HW0953,Cabinet 953,Furniture,Cabinet,Warehouse,Steelcase,2017,SN-100953,PN-200953,16,disposed
HW0954,Television 954,Electronics,Television,Data Center,Samsung,2016,SN-100954,PN-200954,15,available
HW0955,Car 955,Vehicle,Car,Room 3,Toyota,2024,SN-100955,PN-200955,4,reserved
HW0956,Switch 956,Network,Switch,Room 1,Cisco,2022,SN-100956,PN-200956,1,in use
HW0957,Monitor 957,Hardware,Monitor,Room 2,Samsung,2020,SN-100957,PN-200957,19,disposed
HW0958,Scanner 958,Electronics,Scanner,Branch B,Canon,2019,SN-100958,PN-200958,3,maintenance
HW0959,UPS 959,Hardware,UPS,Office A,APC,2017,SN-100959,PN-200959,8,disposed
HW0960,Router 960,Network,Router,Branch A,MikroTik,2016,SN-100960,PN-200960,1,reserved
HW0961,Switch 961,Network,Switch,Room 3,Cisco,2019,SN-100961,PN-200961,11,reserved
HW0962,Scanner 962,Electronics,Scanner,Branch A,Canon,2019,SN-100962,PN-200962,2,maintenance
HW0963,Motorcycle 963,Vehicle,Motorcycle,Warehouse,Honda,2017,SN-100963,PN-200963,10,maintenance
HW0964,Van 964,Vehicle,Van,Branch A,Nissan,2024,SN-100964,PN-200964,10,disposed
HW0965,Camera 965,Electronics,Camera,Warehouse,Sony,2022,SN-100965,PN-200965,18,in use
HW0966,Projector 966,Electronics,Projector,Room 2,Epson,2018,SN-100966,PN-200966,20,reserved
HW0967,Meeting Table 967,Furniture,Meeting Table,Warehouse,IKEA,2023,SN-100967,PN-200967,16,available
HW0968,Cabinet 968,Furniture,Cabinet,Branch B,Steelcase,2022,SN-100968,PN-200968,7,maintenance
HW0969,Firewall 969,Network,Firewall,Office B,Fortinet,2016,SN-100969,PN-200969,14,reserved
HW0970,Motorcycle 970,Vehicle,Motorcycle,Branch A,Honda,2016,SN-100970,PN-200970,5,disposed
HW0971,Van 971,Vehicle,Van,Office A,Nissan,2022,SN-100971,PN-200971,18,maintenance
HW0972,Television 972,Electronics,Television,Branch A,Samsung,2023,SN-100972,PN-200972,4,available
HW0973,Television 973,Electronics,Television,HQ,Samsung,2018,SN-100973,PN-200973,13,disposed
HW0974,Motorcycle 974,Vehicle,Motorcycle,Branch A,Honda,2021,SN-100974,PN-200974,20,reserved
HW0975,Router 975,Hardware,Router,Room 3,Cisco,2025,SN-100975,PN-200975,13,reserved
HW0976,Desk 976,Furniture,Desk,Room 2,IKEA,2024,SN-100976,PN-200976,7,reserved
HW0977,Motorcycle 977,Vehicle,Motorcycle,Data Center,Honda,2022,SN-100977,PN-200977,6,reserved
HW0978,Laptop 978,Hardware,Laptop,Office B,Lenovo,2020,SN-100978,PN-200978,5,maintenance
HW0979,Meeting Table 979,Furniture,Meeting Table,Room 1,IKEA,2020,SN-100979,PN-200979,14,maintenance
HW0980,Television 980,Electronics,Television,Room 1,Samsung,2019,SN-100980,PN-200980,3,reserved
HW0981,Switch 981,Network,Switch,Room 2,Cisco,2021,SN-100981,PN-200981,15,reserved
HW0982,Access Point 982,Network,Access Point,Branch B,Ubiquiti,2017,SN-100982,PN-200982,15,in use
HW0983,Router 983,Network,Router,Warehouse,MikroTik,2016,SN-100983,PN-200983,3,available
HW0984,Router 984,Network,Router,Office B,MikroTik,2019,SN-100984,PN-200984,10,reserved
HW0985,Van 985,Vehicle,Van,Room 1,Nissan,2019,SN-100985,PN-200985,1,reserved
HW0986,Scanner 986,Electronics,Scanner,Room 1,Canon,2024,SN-100986,PN-200986,16,in use
HW0987,Motorcycle 987,Vehicle,Motorcycle,Data Center,Honda,2025,SN-100987,PN-200987,12,available
HW0988,Firewall 988,Network,Firewall,Branch A,Fortinet,2021,SN-100988,PN-200988,8,reserved
HW0989,Van 989,Vehicle,Van,Room 3,Nissan,2020,SN-100989,PN-200989,20,maintenance
HW0990,Firewall 990,Network,Firewall,Room 1,Fortinet,2016,SN-100990,PN-200990,2,maintenance
HW0991,Van 991,Vehicle,Van,Room 3,Nissan,2025,SN-100991,PN-200991,1,reserved
HW0992,Car 992,Vehicle,Car,Room 1,Toyota,2020,SN-100992,PN-200992,4,disposed
HW0993,Access Point 993,Network,Access Point,Office A,Ubiquiti,2024,SN-100993,PN-200993,13,reserved
HW0994,Office Chair 994,Furniture,Office Chair,Room 1,IKEA,2022,SN-100994,PN-200994,14,in use
HW0995,Desktop 995,Hardware,Desktop,Warehouse,HP,2016,SN-100995,PN-200995,8,in use
HW0996,Access Point 996,Network,Access Point,Branch A,Ubiquiti,2022,SN-100996,PN-200996,6,disposed
HW0997,Office Chair 997,Furniture,Office Chair,Data Center,IKEA,2017,SN-100997,PN-200997,11,maintenance
HW0998,Desk 998,Furniture,Desk,Data Center,IKEA,2021,SN-100998,PN-200998,1,available
HW0999,Meeting Table 999,Furniture,Meeting Table,Warehouse,IKEA,2023,SN-100999,PN-200999,17,maintenance
HW1000,Cabinet 1000,Furniture,Cabinet,Office B,Steelcase,2023,SN-101000,PN-201000,9,reserved
