Name,Part Number,Stock Level,Minimum Stock Level,Unit Cost,Site ID,Category,Location,Status,Used By,Created By
Pro DDR4 RAM,SP-98825,10,10,313.86,5,DDR4 RAM,Warehouse - Row 2,available,,10
120mm FAN,SP-36097,14,6,428.45,3,FAN,Storage Closet A,faulty,,4
Cat6 3m CABLE,SP-78325,15,3,313.3,10,CABLE,Rack B - Shelf 2,faulty,,5
Cat6 5m CABLE,SP-87496,31,3,22.78,1,CABLE,Rack B - Shelf 1,available,,10
Pro USB HUB,SP-77747,31,10,304.01,6,USB HUB,Warehouse - Row 2,in_used,16,6
Pro M.2 SSD,SP-96297,20,5,89.38,2,M.2 SSD,Workshop Bench,in_used,10,2
512GB SSD STORAGE,SP-11679,24,4,159.34,6,STORAGE,Drawer #2,available,,3
Industrial MOTHERBOARD,SP-75339,41,9,461.08,4,MOTHERBOARD,Cabinet 2 - Top,faulty,,1
Premium POWER CABLE,SP-17208,29,5,449.21,2,POWER CABLE,Rack B - Shelf 1,in_used,13,9
DDR4 16GB RAM,SP-59987,40,7,308.61,4,RAM,Server Room - Rack 01,available,,4
140mm FAN,SP-74327,42,5,475.81,6,FAN,Rack C - Shelf 1,available,,3
Standard NETWORK CARD,SP-45593,49,6,369.58,8,NETWORK CARD,Drawer #2,available,,6
Pro CABLE TRACER,SP-31958,0,7,481.25,1,CABLE TRACER,Rack A - Shelf 2,available,,6
500W PSU,SP-70264,32,4,444.37,6,PSU,Warehouse - Row 1,in_used,16,7
Shielded RJ45,SP-44876,7,7,4.31,8,RJ45,Rack A - Shelf 1,in_used,20,1
140mm FAN,SP-25421,39,5,15.15,1,FAN,Rack B - Shelf 1,available,,4
Premium HEATSINK,SP-41307,30,10,275.64,1,HEATSINK,Warehouse - Row 1,in_used,12,7
Shielded RJ45,SP-51008,9,8,450.29,2,RJ45,Drawer #3,in_used,15,10
Pro CPU,SP-73972,11,9,356.26,1,CPU,Drawer #2,available,,7
Industrial MOTHERBOARD,SP-10131,41,10,342.33,5,MOTHERBOARD,Rack C - Shelf 2,faulty,,5
Standard DDR5 RAM,SP-60730,36,8,66.39,2,DDR5 RAM,Rack A - Shelf 2,available,,10
Premium SATA CABLE,SP-74659,30,8,182.01,8,SATA CABLE,Rack A - Shelf 2,faulty,,3
Industrial CPU,SP-64583,14,4,97.65,2,CPU,Warehouse - Row 1,faulty,,7
Industrial HEATSINK,SP-45806,13,6,441.76,1,HEATSINK,Storage Closet A,available,,5
Pro CPU,SP-74114,30,2,417.94,6,CPU,Drawer #3,in_used,18,8
Pro SATA CABLE,SP-75409,7,2,346.76,4,SATA CABLE,Rack A - Shelf 1,in_used,5,2
Premium POWER CABLE,SP-28838,7,10,470.82,5,POWER CABLE,Rack A - Shelf 1,available,,7
Membrane KEYBOARD,SP-68218,27,4,215.03,4,KEYBOARD,Drawer #3,faulty,,6
750W PSU,SP-48555,42,8,307.6,2,PSU,Drawer #3,faulty,,7
Standard POWER CABLE,SP-44711,41,10,343.12,3,POWER CABLE,Rack B - Shelf 2,in_used,15,8
Premium DDR4 RAM,SP-34697,9,3,424.59,2,DDR4 RAM,Storage Closet A,in_used,17,4
Pro MOTHERBOARD,SP-12806,28,4,52.76,6,MOTHERBOARD,Cabinet 2 - Top,available,,9
DDR4 8GB RAM,SP-60533,20,8,373.52,10,RAM,Rack A - Shelf 3,available,,7
Pro HEATSINK,SP-54156,44,7,299.53,6,HEATSINK,Drawer #2,available,,1
Premium M.2 SSD,SP-89722,47,3,388.73,7,M.2 SSD,Rack C - Shelf 2,available,,7
Industrial USB HUB,SP-69604,33,10,41.03,8,USB HUB,Server Room - Rack 02,in_used,19,9
Premium DDR4 RAM,SP-98156,50,7,121.97,6,DDR4 RAM,Cabinet 2 - Bottom,in_used,21,2
Pro HEATSINK,SP-45582,10,8,92.75,9,HEATSINK,Server Room - Rack 01,available,,7
22-inch MONITOR,SP-18732,46,9,272.97,4,MONITOR,Warehouse - Row 2,available,,1
Standard M.2 SSD,SP-84394,49,8,453.42,8,M.2 SSD,Workshop Bench,available,,3
Membrane KEYBOARD,SP-17961,3,3,82.1,1,KEYBOARD,Cabinet 2 - Top,in_used,9,9
Premium HDD,SP-48602,13,1,115.5,1,HDD,Rack C - Shelf 2,available,,2
5g THERMAL PASTE,SP-65976,49,7,236.43,2,THERMAL PASTE,Rack A - Shelf 1,available,,10
Pro SSD,SP-33764,46,8,169.14,5,SSD,Cabinet 1 - Right,available,,5
Pro MOTHERBOARD,SP-70639,26,6,486.47,9,MOTHERBOARD,Rack A - Shelf 2,faulty,,4
Standard USB HUB,SP-91934,15,3,422.47,8,USB HUB,Rack B - Shelf 2,available,,4
Pro SATA CABLE,SP-39018,3,1,127.5,5,SATA CABLE,Cabinet 2 - Bottom,available,,7
Pass-through RJ45,SP-49038,4,3,77.47,5,RJ45,Cabinet 1 - Right,available,,6
Wired MOUSE,SP-12563,50,7,343.38,5,MOUSE,Rack A - Shelf 3,available,,1
Pro CPU,SP-85425,47,1,167.75,10,CPU,Cabinet 2 - Bottom,available,,2
Pro M.2 SSD,SP-91427,11,6,132.05,4,M.2 SSD,Rack A - Shelf 1,available,,3
DDR4 32GB RAM,SP-76290,37,8,479.21,10,RAM,Server Room - Rack 01,faulty,,4
Industrial CABLE TRACER,SP-68295,33,4,376.74,8,CABLE TRACER,Cabinet 1 - Right,available,,6
Pro MOTHERBOARD,SP-71336,29,4,98.02,2,MOTHERBOARD,Warehouse - Row 2,available,,3
Industrial M.2 SSD,SP-64472,31,1,367.84,9,M.2 SSD,Cabinet 1 - Right,available,,5
Pro USB HUB,SP-33376,26,9,337.81,3,USB HUB,Server Room - Rack 02,available,,1
Industrial HDD,SP-89782,20,4,320.47,10,HDD,Cabinet 1 - Right,available,,2
Mechanical KEYBOARD,SP-51473,15,10,491.72,9,KEYBOARD,Rack B - Shelf 1,faulty,,1
120mm FAN,SP-76570,0,10,344.19,7,FAN,Cabinet 2 - Bottom,available,,8
Premium MOTHERBOARD,SP-30208,17,9,174.98,4,MOTHERBOARD,Storage Closet A,available,,4
Pro GPU,SP-88477,30,2,236.01,5,GPU,Rack B - Shelf 2,available,,5
Premium CPU,SP-18229,32,2,29.74,4,CPU,Rack C - Shelf 2,available,,7
Pass-through RJ45,SP-77158,48,1,476.1,1,RJ45,Cabinet 2 - Bottom,faulty,,8
Industrial POWER CABLE,SP-50567,39,6,176.26,8,POWER CABLE,Warehouse - Row 1,available,,1
Pro NETWORK CARD,SP-57954,11,6,217.49,9,NETWORK CARD,Rack A - Shelf 2,available,,4
24-inch MONITOR,SP-18720,38,8,331.73,5,MONITOR,Rack B - Shelf 2,available,,7
140mm FAN,SP-84774,46,1,453.44,2,FAN,Rack A - Shelf 3,in_used,13,3
512GB SSD STORAGE,SP-86634,37,6,277.7,6,STORAGE,Cabinet 2 - Bottom,available,,2
Premium HDMI CABLE,SP-72699,27,3,394.88,8,HDMI CABLE,Workshop Bench,available,,8
Pro DDR5 RAM,SP-29514,5,5,33.66,6,DDR5 RAM,Rack C - Shelf 2,available,,1
DDR4 32GB RAM,SP-24997,25,5,140.46,5,RAM,Warehouse - Row 1,available,,2
Industrial HDMI CABLE,SP-58115,19,6,394.24,5,HDMI CABLE,Cabinet 1 - Right,faulty,,8
Industrial POWER CABLE,SP-10592,28,9,416.93,8,POWER CABLE,Drawer #3,available,,2
2TB HDD STORAGE,SP-27678,27,3,422.77,4,STORAGE,Server Room - Rack 02,faulty,,3
500W PSU,SP-60097,36,6,309.77,10,PSU,Warehouse - Row 1,in_used,18,5
3g THERMAL PASTE,SP-60127,24,5,210.29,2,THERMAL PASTE,Warehouse - Row 2,available,,5
Premium HDMI CABLE,SP-87855,32,8,96.87,4,HDMI CABLE,Rack B - Shelf 1,faulty,,6
Standard POWER CABLE,SP-71702,22,1,383.63,5,POWER CABLE,Server Room - Rack 01,available,,7
4TB HDD STORAGE,SP-63760,17,6,26.02,1,STORAGE,Workshop Bench,available,,5
Standard HEATSINK,SP-50584,26,4,440.42,9,HEATSINK,Cabinet 2 - Bottom,in_used,15,3
Standard NETWORK CARD,SP-47940,37,3,286.56,1,NETWORK CARD,Cabinet 2 - Top,available,,7
Pro SATA CABLE,SP-61763,33,8,220.06,3,SATA CABLE,Cabinet 1 - Left,available,,9
500W PSU,SP-89009,49,5,393.61,8,PSU,Drawer #3,available,,7
Industrial GPU,SP-94185,18,4,152.1,4,GPU,Rack B - Shelf 1,available,,9
Pro SATA CABLE,SP-85719,43,9,282.73,4,SATA CABLE,Rack C - Shelf 2,faulty,,9
DDR4 8GB RAM,SP-14480,44,3,196.87,8,RAM,Rack B - Shelf 2,available,,2
Standard NETWORK CARD,SP-18170,29,2,394.45,7,NETWORK CARD,Cabinet 1 - Right,available,,4
1TB SSD STORAGE,SP-21399,23,2,265.52,3,STORAGE,Rack B - Shelf 1,available,,6
24-inch MONITOR,SP-39154,22,8,417.66,3,MONITOR,Warehouse - Row 1,faulty,,1
Pro MOTHERBOARD,SP-82219,42,5,112.12,7,MOTHERBOARD,Drawer #3,available,,3
Industrial CABLE TRACER,SP-32177,4,2,151.22,9,CABLE TRACER,Cabinet 2 - Top,available,,7
Standard NETWORK CARD,SP-60199,43,7,131.34,4,NETWORK CARD,Drawer #3,faulty,,5
Industrial SATA CABLE,SP-99830,48,2,364.48,10,SATA CABLE,Drawer #2,available,,6
Standard HEATSINK,SP-88263,39,9,446.81,5,HEATSINK,Rack C - Shelf 2,in_used,20,5
Premium POWER CABLE,SP-85617,44,1,270.2,2,POWER CABLE,Rack C - Shelf 2,available,,6
Wired MOUSE,SP-20653,42,4,268.01,6,MOUSE,Warehouse - Row 2,in_used,21,4
Premium DDR5 RAM,SP-64912,27,4,38.79,3,DDR5 RAM,Rack A - Shelf 1,available,,10
5g THERMAL PASTE,SP-50257,35,6,295.52,10,THERMAL PASTE,Warehouse - Row 2,available,,1
512GB SSD STORAGE,SP-92068,34,3,455.03,10,STORAGE,Cabinet 1 - Left,available,,9
Standard NETWORK CARD,SP-74027,13,6,458.97,3,NETWORK CARD,Rack B - Shelf 2,available,,4
Standard M.2 SSD,SP-83583,3,2,242.66,9,M.2 SSD,Rack A - Shelf 2,in_used,19,6
Premium M.2 SSD,SP-29311,29,8,458.51,10,M.2 SSD,Server Room - Rack 02,faulty,,10
Pro CABLE TRACER,SP-91114,5,9,151.25,9,CABLE TRACER,Drawer #1,faulty,,4
Industrial M.2 SSD,SP-33609,44,9,275.8,3,M.2 SSD,Drawer #2,faulty,,7
Industrial MOTHERBOARD,SP-59899,41,9,480.34,2,MOTHERBOARD,Cabinet 1 - Left,in_used,18,6
Standard HDMI CABLE,SP-12086,6,4,70.3,4,HDMI CABLE,Cabinet 1 - Left,faulty,,4
Premium MOTHERBOARD,SP-23636,1,9,365.39,1,MOTHERBOARD,Cabinet 1 - Right,available,,6
Premium USB HUB,SP-87942,35,9,180.39,1,USB HUB,Drawer #1,faulty,,2
Wireless KEYBOARD,SP-17423,28,7,17.6,2,KEYBOARD,Rack A - Shelf 1,available,,4
1TB SSD STORAGE,SP-11208,25,10,97.33,10,STORAGE,Rack A - Shelf 1,available,,7
Premium POWER CABLE,SP-33863,27,6,320.43,4,POWER CABLE,Server Room - Rack 02,available,,10
Premium CPU,SP-15580,23,9,494.53,1,CPU,Cabinet 1 - Left,available,,10
Standard POWER CABLE,SP-93086,42,3,387.95,3,POWER CABLE,Rack B - Shelf 1,in_used,18,4
Premium SATA CABLE,SP-27890,27,7,65.98,4,SATA CABLE,Drawer #2,available,,2
Industrial SSD,SP-83804,41,9,81.42,4,SSD,Server Room - Rack 02,available,,8
Premium CPU,SP-97003,10,7,217.33,4,CPU,Rack B - Shelf 2,available,,10
Standard SSD,SP-74514,46,4,115.4,5,SSD,Rack C - Shelf 1,in_used,7,6
Premium GPU,SP-44086,28,8,157.53,5,GPU,Workshop Bench,available,,10
Cat6 3m CABLE,SP-65937,24,2,360.86,6,CABLE,Workshop Bench,in_used,11,10
Premium HEATSINK,SP-73470,41,3,213.67,9,HEATSINK,Rack C - Shelf 2,available,,7
Standard M.2 SSD,SP-78070,29,7,367.17,7,M.2 SSD,Rack C - Shelf 1,faulty,,3
2TB HDD STORAGE,SP-54217,3,9,194.67,2,STORAGE,Cabinet 1 - Left,available,,5
Mechanical KEYBOARD,SP-38378,36,4,441.62,3,KEYBOARD,Rack B - Shelf 2,in_used,13,7
Premium GPU,SP-33829,45,2,427.66,5,GPU,Drawer #3,available,,4
Premium NETWORK CARD,SP-63567,22,7,276.3,10,NETWORK CARD,Rack B - Shelf 1,faulty,,9
Standard USB HUB,SP-12425,9,6,432.6,5,USB HUB,Drawer #3,in_used,4,7
Standard SATA CABLE,SP-97566,17,4,127.52,3,SATA CABLE,Cabinet 2 - Bottom,faulty,,6
Standard USB HUB,SP-61498,33,10,309.36,7,USB HUB,Rack B - Shelf 2,faulty,,9
Premium CABLE TRACER,SP-80000,5,7,368.3,4,CABLE TRACER,Rack B - Shelf 1,in_used,16,1
Standard POWER CABLE,SP-14780,20,9,81.66,3,POWER CABLE,Storage Closet A,available,,8
Pro MOTHERBOARD,SP-95151,17,1,235.79,2,MOTHERBOARD,Storage Closet A,in_used,3,7
5g THERMAL PASTE,SP-65254,19,2,465.84,9,THERMAL PASTE,Cabinet 1 - Left,in_used,4,10
Premium NETWORK CARD,SP-92491,29,6,219.88,1,NETWORK CARD,Rack B - Shelf 1,available,,1
Shielded RJ45,SP-18459,42,6,45.54,5,RJ45,Rack A - Shelf 2,available,,1
500W PSU,SP-66143,37,8,195.66,4,PSU,Server Room - Rack 01,available,,3
Premium USB HUB,SP-11368,15,1,76.19,5,USB HUB,Rack C - Shelf 2,available,,4
Industrial SSD,SP-57654,9,9,178.4,6,SSD,Rack A - Shelf 1,in_used,18,4
Pro GPU,SP-81217,6,8,349.63,6,GPU,Workshop Bench,faulty,,3
Premium SSD,SP-50417,21,5,210.81,7,SSD,Storage Closet A,faulty,,6
Wireless MOUSE,SP-45225,1,1,325.23,6,MOUSE,Cabinet 2 - Bottom,available,,9
Pro GPU,SP-58385,8,2,178.43,1,GPU,Rack A - Shelf 1,faulty,,9
Standard USB HUB,SP-49009,23,1,315.08,8,USB HUB,Server Room - Rack 02,in_used,6,3
Premium SATA CABLE,SP-15633,17,1,324.82,9,SATA CABLE,Warehouse - Row 2,available,,3
Pro SATA CABLE,SP-29188,50,2,324.0,1,SATA CABLE,Drawer #2,available,,7
Premium POWER CABLE,SP-81189,42,2,489.6,7,POWER CABLE,Rack C - Shelf 1,available,,5
Pro CPU,SP-85759,30,9,260.35,4,CPU,Cabinet 1 - Right,in_used,3,2
Cat6 3m CABLE,SP-11128,23,3,183.59,2,CABLE,Storage Closet A,available,,3
1TB SSD STORAGE,SP-83949,35,5,299.61,6,STORAGE,Rack C - Shelf 2,in_used,4,7
Wired MOUSE,SP-49180,43,10,303.91,5,MOUSE,Cabinet 1 - Left,available,,7
Standard USB HUB,SP-98473,29,1,158.3,6,USB HUB,Warehouse - Row 1,faulty,,5
Standard HDMI CABLE,SP-72819,12,4,404.19,3,HDMI CABLE,Drawer #2,available,,6
DDR5 16GB RAM,SP-42100,7,5,112.93,4,RAM,Rack C - Shelf 1,available,,3
Premium HDMI CABLE,SP-95590,19,1,115.53,3,HDMI CABLE,Storage Closet A,faulty,,3
Wireless KEYBOARD,SP-45122,13,2,241.66,8,KEYBOARD,Cabinet 2 - Bottom,faulty,,2
Industrial SSD,SP-60702,45,9,203.8,9,SSD,Drawer #1,available,,3
Wired MOUSE,SP-11347,50,7,61.24,7,MOUSE,Cabinet 1 - Left,faulty,,2
Premium M.2 SSD,SP-42637,30,9,179.62,1,M.2 SSD,Rack A - Shelf 3,in_used,4,9
500W PSU,SP-39247,45,2,263.17,10,PSU,Warehouse - Row 1,available,,5
Mechanical KEYBOARD,SP-76908,36,10,322.01,1,KEYBOARD,Drawer #1,faulty,,2
Premium DDR4 RAM,SP-61938,16,6,440.07,8,DDR4 RAM,Rack B - Shelf 1,available,,6
Pro SATA CABLE,SP-85664,22,4,398.35,8,SATA CABLE,Server Room - Rack 01,in_used,20,7
